,issuercountry,txvariantcode,issuer_id,amount,currencycode,shoppercountry,interaction,verification,cvcresponse,creationdate_stamp,accountcode,mail_id,ip_id,card_id,label,creationdate
189363,MX,mccredit,547046.0,620000.0,SEK,SE,Ecommerce,TRUE,1,1442150496.0,SwedenAccount,77101,174481,200013,1,2015-9-13
189529,MX,visaclassic,477291.0,269800.0,MXN,MX,Ecommerce,TRUE,0,1442248990.0,MexicoAccount,91755,68258,135102,1,2015-9-14
189655,AU,mccredit,555005.0,20000.0,AUD,AU,Ecommerce,TRUE,0,1442206594.0,APACAccount,269378,23806,129259,1,2015-9-14
191292,FI,visadebit,492010.0,538500.0,SEK,SE,Ecommerce,TRUE,1,1442220152.0,SwedenAccount,253545,165998,115126,1,2015-9-14
191646,AU,mccredit,552033.0,63000.0,AUD,AU,Ecommerce,TRUE,0,1442304236.0,APACAccount,343425,116491,21836,1,2015-9-15
196765,MX,visaclassic,417849.0,89700.0,MXN,MX,Ecommerce,TRUE,0,1442527368.0,MexicoAccount,51810,111247,23089,1,2015-9-18
196766,MX,visadebit,421316.0,59900.0,MXN,MX,Ecommerce,TRUE,0,1442532284.0,MexicoAccount,85705,81717,227836,1,2015-9-18
196767,MX,visaclassic,493172.0,279700.0,MXN,MX,Ecommerce,TRUE,0,1442555771.0,MexicoAccount,288922,71405,154659,1,2015-9-18
198303,MX,mccredit,549138.0,79900.0,MXN,MX,Ecommerce,TRUE,0,1442629866.0,MexicoAccount,222155,111631,174087,1,2015-9-19
198304,MX,visadebit,421316.0,99900.0,MXN,MX,Ecommerce,TRUE,0,1442633765.0,MexicoAccount,13251,69300,216473,1,2015-9-19
199970,MX,visaclassic,455545.0,169800.0,MXN,MX,Ecommerce,TRUE,0,1441148060.0,MexicoAccount,343416,67927,159223,1,2015-9-2
199971,MX,visagold,477213.0,149900.0,MXN,MX,Ecommerce,TRUE,0,1441210875.0,MexicoAccount,342107,69950,221724,1,2015-9-2
199972,MX,visaplatinum,477214.0,169900.0,MXN,MX,Ecommerce,TRUE,0,1441225566.0,MexicoAccount,343941,84116,42364,1,2015-9-2
200067,AU,visaclassic,456471.0,26000.0,AUD,AU,Ecommerce,TRUE,0,1441161737.0,APACAccount,135597,116791,136954,1,2015-9-2
202407,GB,visaclassic,412983.0,7500.0,GBP,GB,ContAuth,FALSE,0,1442775100.0,UKAccount,80780,123769,214602,1,2015-9-20
204107,MX,visaclassic,405306.0,29900.0,MXN,MX,Ecommerce,TRUE,0,1442795056.0,MexicoAccount,53604,6330,184406,1,2015-9-21
204199,AU,mccredit,544434.0,28000.0,AUD,AU,Ecommerce,TRUE,0,1442814332.0,APACAccount,81544,23927,196262,1,2015-9-21
204543,GB,visaclassic,412983.0,6500.0,GBP,GB,ContAuth,FALSE,0,1442821631.0,UKAccount,80780,123657,214602,1,2015-9-21
206947,AU,mccredit,532655.0,26000.0,AUD,AU,Ecommerce,TRUE,0,1442922123.0,APACAccount,45244,116825,76246,1,2015-9-22
206948,AU,visasignature,414726.0,20000.0,AUD,AU,Ecommerce,TRUE,0,1442928478.0,APACAccount,270718,159441,99594,1,2015-9-22
209128,MX,visaplatinum,477214.0,179900.0,MXN,MX,Ecommerce,TRUE,0,1442977782.0,MexicoAccount,275978,84096,146232,1,2015-9-23
209208,AU,visaplatinum,456468.0,33000.0,AUD,AU,Ecommerce,TRUE,0,1443002129.0,APACAccount,304924,116519,154411,1,2015-9-23
210860,AU,mcdebit,516366.0,43500.0,AUD,AU,Ecommerce,TRUE,0,1443047449.0,APACAccount,181374,142874,116260,1,2015-9-24
211254,TH,visadebit,494312.0,34000.0,GBP,TH,ContAuth,FALSE,0,1443095677.0,UKAccount,264534,147623,205541,1,2015-9-24
212348,MX,visaclassic,477291.0,159900.0,MXN,MX,Ecommerce,TRUE,0,1443190992.0,MexicoAccount,265812,80399,155689,1,2015-9-25
214211,AU,mccredit,512127.0,56000.0,AUD,AU,Ecommerce,TRUE,0,1443235148.0,APACAccount,178034,5993,144150,1,2015-9-26
214212,AU,mccredit,535318.0,47300.0,AUD,AU,Ecommerce,TRUE,0,1443263856.0,APACAccount,252798,24465,83438,1,2015-9-26
215605,MX,mccredit,522174.0,318410.0,MXN,MX,Ecommerce,TRUE,0,1443332166.0,MexicoAccount,221715,111746,248970,1,2015-9-27
215694,AU,visagold,407220.0,7850.0,AUD,AU,Ecommerce,TRUE,0,1443359358.0,APACAccount,40075,55227,246449,1,2015-9-27
215695,AU,mccredit,516323.0,27000.0,AUD,AU,Ecommerce,TRUE,0,1443367052.0,APACAccount,254259,55060,83671,1,2015-9-27
215696,AU,mccredit,555005.0,32600.0,AUD,AU,Ecommerce,TRUE,0,1443368437.0,APACAccount,46489,1013,241265,1,2015-9-27
215950,GB,visaclassic,492943.0,10295.0,GBP,GB,Ecommerce,TRUE,1,1443388281.0,UKAccount,149031,334114,257992,1,2015-9-27
219769,NZ,visaclassic,499977.0,12850.0,NZD,NZ,Ecommerce,TRUE,0,1443494351.0,APACAccount,254957,21873,96470,1,2015-9-29
219770,AU,mccredit,555005.0,21000.0,AUD,AU,Ecommerce,TRUE,0,1443494610.0,APACAccount,46489,145567,241265,1,2015-9-29
219771,AU,visaplatinum,472437.0,16000.0,AUD,AU,Ecommerce,TRUE,0,1443498550.0,APACAccount,187950,55245,197311,1,2015-9-29
219772,AU,visaplatinum,456468.0,32500.0,AUD,AU,Ecommerce,TRUE,0,1443528531.0,APACAccount,336214,116907,96192,1,2015-9-29
219773,AU,mccredit,552033.0,49000.0,AUD,AU,Ecommerce,TRUE,0,1443548043.0,APACAccount,47986,116142,21056,1,2015-9-29
219774,AU,visabusiness,456480.0,54000.0,AUD,AU,Ecommerce,TRUE,0,1443554002.0,APACAccount,68683,114901,214574,1,2015-9-29
221674,MX,visaplatinum,477214.0,159900.0,MXN,MX,Ecommerce,TRUE,0,1441299780.0,MexicoAccount,85707,84062,255267,1,2015-9-3
221675,MX,visaclassic,493161.0,101915.0,MXN,MX,Ecommerce,TRUE,0,1441303102.0,MexicoAccount,268902,64814,206924,1,2015-9-3
221676,MX,visaplatinum,477214.0,159900.0,MXN,MX,Ecommerce,TRUE,0,1441306358.0,MexicoAccount,85715,84114,3922,1,2015-9-3
221677,MX,mccredit,528843.0,45400.0,MXN,MX,Ecommerce,TRUE,0,1441313817.0,MexicoAccount,143141,78380,243564,1,2015-9-3
221756,AU,visaplatinum,472437.0,40000.0,AUD,AU,Ecommerce,TRUE,0,1441260760.0,APACAccount,276279,3537,25741,1,2015-9-3
223525,MX,visadebit,421316.0,89900.0,MXN,MX,Ecommerce,TRUE,0,1443565624.0,MexicoAccount,304364,61168,262777,1,2015-9-30
223526,MX,visagold,455255.0,99900.0,MXN,MX,Ecommerce,TRUE,0,1443568057.0,MexicoAccount,108304,111936,79672,1,2015-9-30
223612,AU,visaclassic,450949.0,26000.0,AUD,AU,Ecommerce,TRUE,0,1443594979.0,APACAccount,87298,33605,185533,1,2015-9-30
223613,AU,visaplatinum,472437.0,18000.0,AUD,AU,Ecommerce,TRUE,0,1443605459.0,APACAccount,116623,55244,100574,1,2015-9-30
223614,AU,mccredit,544637.0,26000.0,AUD,AU,Ecommerce,TRUE,0,1443618228.0,APACAccount,239930,6273,102534,1,2015-9-30
225600,MX,visaplatinum,477214.0,159800.0,MXN,MX,Ecommerce,TRUE,0,1441318497.0,MexicoAccount,85708,84112,225953,1,2015-9-4
225601,MX,visagold,477213.0,74900.0,MXN,MX,Ecommerce,TRUE,0,1441337540.0,MexicoAccount,342107,69950,221724,1,2015-9-4
225673,AU,mccredit,537196.0,42000.0,AUD,AU,Ecommerce,TRUE,0,1441357723.0,APACAccount,150855,131307,136924,1,2015-9-4
227393,MX,mccredit,547046.0,169900.0,MXN,MX,Ecommerce,TRUE,0,1441434931.0,MexicoAccount,148527,6336,108294,1,2015-9-5
229132,MX,mccredit,554629.0,153900.0,MXN,MX,Ecommerce,TRUE,0,1441521194.0,MexicoAccount,26019,81756,211757,1,2015-9-6
229133,MX,mccredit,547092.0,139900.0,MXN,MX,Ecommerce,TRUE,0,1441570934.0,MexicoAccount,120246,84100,100858,1,2015-9-6
229344,GB,visaplatinum,492910.0,7195.0,GBP,GB,Ecommerce,TRUE,1,1441547482.0,UKAccount,58132,213230,187531,1,2015-9-6
231004,MX,mccredit,547092.0,199800.0,MXN,MX,Ecommerce,TRUE,0,1441583805.0,MexicoAccount,120247,84105,17736,1,2015-9-7
231005,MX,mccredit,547046.0,239800.0,MXN,MX,Ecommerce,TRUE,0,1441594201.0,MexicoAccount,76886,82698,75270,1,2015-9-7
233049,AU,mccredit,535316.0,9850.0,AUD,AU,Ecommerce,TRUE,0,1441697601.0,APACAccount,83853,63081,214990,1,2015-9-8
233050,AU,mccredit,535316.0,10850.0,AUD,AU,Ecommerce,TRUE,0,1441699865.0,APACAccount,83853,63081,214990,1,2015-9-8
234807,SE,mcdebit,554501.0,320000.0,SEK,SE,Ecommerce,TRUE,1,1441729656.0,SwedenAccount,264333,174650,138760,1,2015-9-8
234993,MX,visagold,477213.0,189800.0,MXN,MX,Ecommerce,TRUE,0,1441772905.0,MexicoAccount,269684,113860,97365,1,2015-9-9
234994,MX,visaclassic,493161.0,309800.0,MXN,MX,Ecommerce,TRUE,0,1441816474.0,MexicoAccount,110710,79744,136291,1,2015-9-9
234995,MX,visaclassic,493161.0,274700.0,MXN,MX,Ecommerce,TRUE,0,1441817017.0,MexicoAccount,110710,79744,136291,1,2015-9-9
234996,MX,visaclassic,493172.0,289700.0,MXN,MX,Ecommerce,TRUE,0,1441829850.0,MexicoAccount,231311,84355,7845,1,2015-9-9
235062,AU,mccredit,535316.0,29600.0,AUD,AU,Ecommerce,TRUE,0,1441787548.0,APACAccount,102930,55241,182921,1,2015-9-9
235063,AU,mccredit,535316.0,31000.0,AUD,AU,Ecommerce,TRUE,0,1441788277.0,APACAccount,102930,55247,182921,1,2015-9-9
235064,AU,visaclassic,442645.0,65000.0,AUD,AU,Ecommerce,TRUE,0,1441788727.0,APACAccount,319626,55213,91288,1,2015-9-9
235065,AU,visabusiness,455704.0,65200.0,AUD,AU,Ecommerce,TRUE,0,1441823380.0,APACAccount,217441,811,182585,1,2015-9-9
